PALLAVI,2026_CEPWD_70469_1,Construction of Paver block road from Sonamura-Boxanagar road to Tapan Das house via Billya Majumder House (L-0.290 km) portion from 0.150 km to 0.290 km,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"48,525",,"24,26,265",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_CEPWD_70471_1,SH Patch Soling WBM Carpeting Seal coat pucca drain and other allied works,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"48,494",,"24,24,692",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_CEPWD_70466_1,Construction of Paver block road from Sonamura-Boxanagar road to Tapan Das house via Billya Majumder house (L-0.290 km) portion from 0.00 km to 0.150 km,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"48,303",,"24,15,174",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_CEPWD_70224_1,Improvement of road from D.M. Colony to Gopal Nagar-Bamutia Road under Mohanpur R.D. Block.,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"8,82,410",,"4,41,20,495",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_CEPWD_70481_1,"SH Patch Soling WBM,Carpeting Seal coat pucca drain and other allied works",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Sonamura Division",,"48,515",,"24,25,743",TRIPURA,Sonamura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_CERDD_70457_1,"CONSTRUCTION OF 50 SEATED BOYS HOSTEL AND 50 SEATED GIRLS HOSTEL AT CHWNGSASA ACADEMY HIGH SCHOOL, PURBA DEBENDRANAGAR GP OF JIRANIA RD BLOCK UNDER RD JIRANIA DIVISION FY- 2025-26",Works,"Chief Engineer, Rural Development Department||Superintending Engineer-1st Circle||Jirania Division",,"3,35,570",,"1,67,78,498",TRIPURA,As per DNIT,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_CEWR_70192_1,"Construction of 48 Flood Protection /.. / Anti-erosion work along the bank of different river and cherras at Ranirbazar Municipal Council and Jirania Nagar Panchayet area under PWD(WR), Jirania Sub-Division. (Phase-I) (L_1210 m).",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"9,66,905",,"4,83,45,255",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_DDSE_70350_1,"Repairing of Noapara SB, Harishnagar JB, Purba Laxmibill JB old and Kaswa W-2 JB School under Bishalgarh block of Sepahijala for the year 2025-26",Works,Director - Directorate of Secondary Education,,"12,080",,"6,04,000",TRIPURA,"Bishalgarh, Sepahijala",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 15:00:00
PALLAVI,2026_AGRI_70554_1,Dev of infrast faci at Tepania Market under Tepania Agri Sub division Udaipur Gomati Tripura SH Providing Internal Electrification,Works,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer South,,"25,135",,"12,56,757",TRIPURA,Tepania Udaipur Gomati District,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 16:00:00
PALLAVI,2026_AGRI_70552_1,Dev of infras faci of PRM at Badarsahab bari Market under Matabari Agri Subdiv Udaipur Gomati Tripura SH Providing Internal Electrification,Works,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer South,,"26,577",,"13,28,830",TRIPURA,Badarshabbari Udaipur Gomati Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 16:00:00
PALLAVI,2026_AGRI_70557_1,Dev of infrast faci at Sonamura Market under Matabari Agri Sub division Udaipur Gomati Tripura SH Providing Internal Electrification,Works,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer South,,"10,982",,"5,49,100",TRIPURA,Sonamura Udaipur Gomati Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 16:00:00
PALLAVI,2025_POWER_68008_1,As per Bid Document,Works,"Chairman cum MD, TSECL||Director (Tech), Dept. of Power||AGM (Trans.), POWER||DGM Transmission Divn.,Agartala,POWER",,"20,89,998",,"10,44,99,883",TRIPURA,Agartala Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,23-02-2026 17:00:00
PALLAVI,2026_AGRI_70483_1,Repairing of meat shed and fish shed at Teliamura Regulated market under Teliamura Agri Sub Division.,Works,Director Agriculture||Directorate of Agriculture||Chief Engineer Agriculture||Executive Engineer West,,"30,982",,"15,49,081",TRIPURA,TELIAMURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 14:00:00
PALLAVI,2026_CEWR_70505_1,Development of wells of 3 nos DTW Scheme at Andercherra Karnakarbaripara and Nabincherra under Pecharthal RD Block during the year 2025 26 S H Providing and lowering of housing pipe and washing and development of tube well by using air compressor,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"11,982",,"5,99,082",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70592_1,"Maintenance of black top road from Udaisenapati to Maikhor Para(L-420.00Mtr) during the year 2025-26/ SHWBM-III, Carpeting, tack coat, seal coat, flat brick soilng, etc./Gr-II",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"26,781",,"13,39,063",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70498_1,Special maintenance of Laxmipur LI Nalkata F II L I Karaicherra L I Narayanpur L I Baghaicherra L I and Solonala F I Schemes under pecharthal RD Block under WR Sub division Kanchanpur North Tripura during the year 2025 26 SH Pump motor repair,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"18,607",,"9,30,365",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70584_1,"Maintenance of black top road from Sambhu Debbarma Rubber Garden to Mentu Debbarma House(L-735.00Mtr) during the year 2025-26/ SH WBM-III, Carpeting, tack coat, seal coat, flat brick soilng, Palasiding etc",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"48,542",,"24,27,080",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEDWS_70587_1,Shifting dismanting and remodeling of pipelines and other allied works reproviding of FHTC due to upgradtaion of road from MRL04Tulashikhar market (Tulashikhar PHC) to Paschim Rajnagar High school under Tulashikhar R D Block 2nd call),Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Kalyanpur, PWD (DWS)",,"39,369",,"19,68,472",TRIPURA,Tulashikhar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70548_1,FDR to Biswaspara Purba Barahaldi Karnajoypara Kastaraipara Radhamadabpur Laxmipur F I Shibnagar F I Shibnagar F II Jayantipur and Laljuri L I Schemes under Dasda and Laljuri R D Block under Water Resource Sub Division Kanchanpur North Tri,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"19,000",,"9,50,014",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70537_1,Flood Damage Repair of household and agricultural land from erosion of river Juri near the house of Anjan Pal at ward no 4 Krishnapur G P under Jubarajnagar Block during the year 2025 26 SH Bank revetment work by sand cement block 1 8 Len,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"25,274",,"12,63,707",TRIPURA,Dharmanagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEDWS_70591_1,Supplying of drinking water by mechanical carrying to the different pockets under Mungiakami RD Block under the jurisdiction of Assistant Engineer DWS Sub-Division Mungiakami during the year 2025-26(Group-II),Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Kalyanpur, PWD (DWS)",,"15,714",,"7,85,700",TRIPURA,Mungiakami,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70540_1,FDR to different DTW Schemes under Water Resource Sub Division Kanchanpur North Tripura during the year 2025 2026 SH Rewinding of motor etc,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"16,394",,"8,19,719",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70545_1,Urgent Maintenance of Ramgunapara North Dhanicherra Kailabari Dhanicherra Near Ex MLA Ugalcherra and Dewanbari LI Schemes under Pecharthal RD Block under WR Sub Division Kanchanpur North Tripura during the year 2025 26 SH Repairing of le,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"29,016",,"14,50,783",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_DDSE_70417_1,"2nd call for Repair of Dysfunctional Girls Toilet at Dharmapur SB, , NetajiparaJB, , Durgapur JB, Dighalbank SB, and Rajbari Girls HS School, Kalacherra Block, DMN MC, North Tripura for the year 2025-26.",Works,Director - Directorate of Secondary Education,,"14,983",,"7,49,155",TRIPURA,"Kalacherra, Dharmanagar, North",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70501_1,"Hiring of 1(one) no. Maruti Wagon R ( White Colour) / other equivalent model (BS-VI) commercial Petrol vehicle model not earlier than 2025 along with Driver for the O/O the Chief Engineer, PWD(WR), Tripura.., Agartala for the year 2025-26, 2026-27.",Services,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"14,794",,"7,39,680",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70480_1,Flood Damage Repair FDR Protection of Laljuri Market under Makumcherra ADC Village of Laljuri RD Block under W R Sub Division Kanchanpur North Tripura during the year 2024 25 SH Bank revetment work by Cement Concrete Block 1 4 8 Lengt,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"1,49,976",,"74,98,780",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70491_1,Construction of 48 flood protection Anti erosion structures in 06 districts of Tripura Flood damage repair FDR Protection of Bhaktamohanpara village from erosion of left side bank of Deo River under Manuchailengtha ADC Village under WR Sub Div,Works,Chief Engineer PWD (WR)||Additional CE Agartala||EE WR Investigation Div Agartala||EE WRD VII Pecharthal,,"3,50,468",,"1,75,23,406",TRIPURA,kanchanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70488_1,"Hiring of 1 (One) no. Maruti Wagon R (Petrol only) having Commercial registration (model not earlier than 2023) for the O/o. Assistant Engineer, PWD(RndB), Kamalpur Sub-Division.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fifth Circle||EE PWD (R and B) Kamalpur Division",,"7,386",,"3,69,300",TRIPURA,Kamalpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_DDSE_70418_1,"REnovation of Toilet Block in 34 nos School under Rupaichari Block, sabroom, South Tripura for the year 2025-26 under samagra shiksha Abhiyan Scheme",Works,Director - Directorate of Secondary Education,,"1,02,000",,"51,00,000",TRIPURA,"Rupaichari, South Tripura",Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70437_1,"Anti erosion work along the bank of Dina Cherra for protection of Paul Para under Dakshin Ghilatali GP, Kalyanpur R.D. block of Khowai district during the year 2023-24 / SH_- Protection work with cement concrete block. (Total Length _ 40.00 mtrs)",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"27,080",,"13,53,995",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70576_1,"Maintenance of road from Tairacherra (at Bagaban Chowdhury Chowmuhani) to Tajendra Debbarma House during the year 2025-26/ SH WBM-III, Carpeting, patch soling etc.(L-500.00Mtr)",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"42,172",,"21,08,619",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70435_1,"Anti erosion work along the bank of Khowai river for protection of Ghilatali under Ghilatali GP, Kalyanpur RD Block, WR Sub-Division, Teliamura ..2024-25/SH_ Protection work with Cement Concrete Blocks (1_4_8). (Length _ 200.0 mtr).",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"3,12,082",,"1,56,04,104",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CERDD_70461_1,"Construction of Black Top Road from PWD Road to Dagumabari at Shikaribari under RD, Khowai Division (L-0.92 KM).",Works,"Chief Engineer, Rural Development Department||Superintending Engineer - 6th Circle||Khowai Division",,"2,11,921",,"1,05,96,049",TRIPURA,As per DNIT,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2025_CEPWD_68304_2,Mtc of roads under the jurisdiction of Kumarghat Division Hiring of 1 one No Maruti WagonR CelerioX Esteem VX All petrol version along with Driver fuel lubricant and maintenance etc AE Ganganagar SubDivision 2nd call,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), First Circle||EE PWD (R and B) Kumarghat Division",,"14,794",,"7,39,680",TRIPURA,Ganganagar,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_SAMC_70460_1,Providing Supply and installation of LED Rope light including all accessories and circuit wiring along with panel for beautification of Agartala City in different location of ward No-10 under Agartala Municipal Corporation,Works,Mayor- Agartala Municipal Corporation||Superintendent Engineer- Agartala Municipal Corporation,,"9,962",,"4,98,105",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_SAMC_70459_1,Providing supply and installation of LED rope light including all accessories and circuit wiring along with panel for beautification of Agartala City in different location of ward no- 23 Under Agartala Municipal Corporation.,Works,Mayor- Agartala Municipal Corporation||Superintendent Engineer- Agartala Municipal Corporation,,"5,796",,"2,89,775",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70440_1,Annual Maintenance Contract AMC incidental repair of Air Conditioning Machines were installed in the MCH building at Belonia Sub Divisional Hospital Belonia for the year 202526,Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mechanical Division",,"7,201",,"3,60,046",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70443_1,"Maintenance of different MI Scheme under Kalyanpur R.D. Block, W.R. Sub-Division Teliamura during the year 2025-26/SH_- Panel Board, Rewinding and other allied works etc. (Job No. TR/87/Minor Works/WRD-I/2025-26)",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"19,131",,"9,56,545",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70423_1,"Anti erosion work along the bank of Khowai river near Baisgaria bridge under Dakshin Krishnapur GP, Teliamura RD Block, WR Sub-Division, Teliamura ..2024-25/SH_ Bank revetment work Cement Concrete Blocks. (Length _ 150.0 mtr).(Group-I)",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"3,31,879",,"1,65,93,954",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70428_1,"Anti erosion work along the bank of Khowai river near Baisgaria bridge under Dakshin Krishnapur GP, Teliamura RD Block, WR Sub-Division, Teliamura ..2024-25/SH_ Bank revetment work with Cement Concrete Blocks. (Length _ 150.0 mtr).(Group-II).",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"3,31,879",,"1,65,93,954",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEWR_70439_1,"Anti erosion work along the bank of Sonai Cherra for protection of Mandal Para under Dakshin Ghilatali GP, Kalyanpur R.D. block of Khowai district during the year 2023-24 / SH_- Protection work with cement concrete block. (Total Length _ 50.00 mtrs)",Works,Chief Engineer PWD (WR)||SE Water Resource Circle No-I Agartala||EE Water Resource Division No-I Agartala,,"27,134",,"13,56,694",TRIPURA,WEST TRIPURA,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70578_1,"Maintenance of black top road from Antioch School near Sambhu Debbarma house to Abhicharan-Saudiram road(L-530.00Mtr) during the year 2025-26/ SH WBM-III, Carpeting, tack coat, flat brick soilng, surface drain etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"34,147",,"17,07,333",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70588_1,"Maintenance of black top road from Udaisenapati to Maikhor Para(L-420.00Mtr) during the year 2025-26/ SH WBM-III, Carpeting, tack coat, seal coat, flat brick soilng, etc./Gr-I",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"26,920",,"13,46,012",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_CEPWD_70581_1,"Maintenance of black top road from Maikhor Para Baptist Church to Sambhu Debbarma Dullan Chowmuhani(L-535.00 Mtr) during the year 2025-26/ SH WBM-III, Carpeting, tack coat, seal coat, flat brick soilng, etc.",Works,"Chief Engineer, PWD (R and B)||SE, PWD (R and B), Fourth Circle||EE PWD (R and B) Mohanpur Division",,"34,185",,"17,09,274",TRIPURA,Mohanpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 15:00:00
PALLAVI,2026_HC_70380_1,As per RFP,Goods,Register General High Court of Tripura,,"6,25,000",,,TRIPURA,As per RFP,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 17:00:00
PALLAVI,2026_OSD_69651_1,Procurement of Equipments and Instruments for use in Department of Gastrosurgery AGMC and GBPH,Goods,Director of Health Services||Medical Supt. - AGMC and GBP Hospital||OSD - AGMC and GBP Hospital,,"15,00,000",,"5,00,00,000",TRIPURA,AGMC and GBPH Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,24-02-2026 17:00:00
PALLAVI,2026_DOFPE_70260_1,Hiring Agency for Developing the Project Website with 1 year AMC under ELEMENT Project,Goods,Department of Forest (WB Tenders)||Project ELEMENT,,0.00,,,TRIPURA,Aranya Bhavan Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 11:00:00
PALLAVI,2026_CERDD_70517_1,"Dismantling and Demolishing work of existing building of Old Panchayet Office of Tairuma Khowaifung village committee under Jolaibari RD Block, South Tripura",Works,"Chief Engineer, Rural Development Department||Superintending Engineer Circle-2, CE, RDD||Executive Engineer Southern Division-4",,"3,213",,"1,60,628",TRIPURA,As per DNIT,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 14:00:00
PALLAVI,2026_CEDWS_70160_1,Please refer to the DNIe-T,Works,"Chief Engineer, PWD (DWS)||SE, DWS Circle, Agartala, PWD (DWS)||EE, DWS Divn, Agartala-II, PWD (DWS)",,"19,312",,"9,65,608",TRIPURA,Agartala,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70542_1,"FDR/ Restoration of UWS/RWS Scheme under Gomati District, Tripura/SH- Repair and maintenance of damaged infrastructure of 12(Twelve) Nos. flood effected scheme along with all other allied works etc. complete at different DTW schemes under the jurisdi",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"48,011",,"24,00,544",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70539_1,"Running and Maintenance of RWS Scheme at 1.2 MGD SWTP Jatanbari/SH- Up-gradation and up-keepment of SWTP at Jatanbari, Jatanbari V.C under Karbook R.D. Block of PWD(DWS) Sub-Division Karbook, by providing and fitting fixing electricals equipments dur",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"19,040",,"9,52,012",TRIPURA,Karbook,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_OSDDS_70492_1,"3rd Call Construction of Boys Toilet at Hari Rai Para J.B School, Balaram Chow para Eng med JB School, Dogangi S.B School,70 Colony S.B School, Dukli, Lefunga, Bamutia under West Tripura Sanctioned under Samagra Shiksha for the year 2025-26",Works,Director - Directorate of Secondary Education||Dy Director - Directorate of Secondary Education||Stipend Sec - Directorate of Secondary Education||OSD - Directorate of Secondary Education,,"44,000",,"22,00,000",TRIPURA,West Tripura,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
PALLAVI,2026_CEDWS_70487_1,"Utility shifting of DWS Pipeline of water supply schemes/ SH- Dismantling of CI/DI and PVC Pipeline along with necessary fittings, sluice valves, relaying of pipeline and, layimg of new pipeline in damaged area etc. complete at 1402-Rambabu Para to D",Works,"Chief Engineer, PWD (DWS)||SE, DWS, Udaipur, PWD (DWS)||EE, DWS Divn, Amarpur, PWD(DWS)",,"33,603",,"16,80,145",TRIPURA,Amarpur,Online,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,https://tripuratenders.gov.in/nicgep/app,25-02-2026 15:00:00
